food_name
Amaranth seed
Barely
Buck wheat (whole)
Bajra
Bamboo seed
Buckwheat flour
Foxtail millet
Finger millet (Ragi)
Prosomillet (chino)
French millet
Jowar
Maize green (tender)
Maize Dry
Maize dry (Murali)
Maize flour (yellow)
Maize flour (white)
Millet
Maize granular
Naked barley white (Uwa)
Naked barley black (Uwa)
Uwa flour
Oatmeal
Rice Parboiled (hand pounded)
Rice (raw) (Milled)
Rice (Raw) (Handpounded)
Rice flakes
Rice parboiled (Milled)
Rice Puff
Rice bran
Semolina
Sorghum
Sarvottam pitho (lito)
Taichin beaten rice
Vermicelli
Varagu
Varagu flour
Wheat flour (whole)
Wheat flour (refined)
Wheat germ
Wheat bran
"Bengal gram, Big, white (whole)"
Bengal gram dal (chickpea)
"Bengal gram medium, white"
"Bengal gram, Dark brown big"
"Bengal gram, light brown small"
"Bengal gram, brown small"
"Bengal gram, Small, White"
Black gram (Dal)
Black gram (Whole)
Broadbean
Black bean
Bhote simi
Cow Pea
Fieldbean dry (simi)
Gram Flour besan
"Green gram (Dal), Green"
Green gram (whole)
Green peas dry
Mung dal (yellow)
Horsegram black
Horsegram red
Khesari dal
Katike Cow Pea
Kause bean
Lentil
Moth beans
Moth beans (Yellow)
Moth beans (Red)
Peas (dry)
Rajmah
Red gram dal
Soyabean (black)
Soyabean (Brown)
Soyabean (white)
Tarbare Simi (red)
Sprout bean
White peas big
White bean
Mung (Titura)
Tofu (Soybean product)
Nutrila (Soybean)
Amaranth (spined)
Amaranth (tender)
Asparagus (Kurilo)
Agathi
Aniseed leaves
Bethel leaves
Beet green
Buckwheat leaves
Bengalgram leaves
Bottleguard leaves
Broadbean leaves
Brussels sprouts
Cabbage green
Cabbage purple
"Cauliflower, Green"
Cauliflower (flower only)
Choisum Sag
Chukandar
Chocho leaves
Coriander leaves
Carrot leaves
Celery leaves
Colocasia leaves (Black variety)
Colocasia leaves (Green variety)
Colocasia leaves (dried)
Cowpea leaves
Dundu
Drumstick leaves
Fenugreek leaves
Garden cress
Garden sorrel
Garlic (stem & leaves)
Gyanth Kobi
Gyanth Kobi Leaves
Gothale Sag
jaluka Saag
Khesari leaves
Koiralo Sag
Khole garden cress
Knol-knol green
Kitchen garden pesley
lettuce
love-lies bleeding
Mint
Mustard leaves
Nakore sag
Niguro green
Neem leaves tender
Poisag
Patua sag
Potato leaves
Pumpkin leaves
Purple Cabbage
Rape leaves
Radish leaves
Rapes leaves dried
Safflower leaves
Sim saag fresh
Spinach
Stinging Nettle (Sisnu) leaves
Soya leaves
Sweet potato green leaves
Sweetchard
Tamarind leaves tender
Tanki Sag
Thai spinach
Turnip green leaves
Ashgourd
Agathi flower
Bitter gourd
Barela
Bottle gourd
Brinjal
Broadbeans
Bamboo shoot (tender)
Broccoli marrow
Cauliflower
Cho-chomarrow
Cluster beans
Cowpea pods
Cucumber
Chattel
Colocasia stem
Capsicum Yellow
Capsicum Red
Capsicum Green
Chillies Akbare Fresh
Chillies Akbare Dry
Celery Stalks
Double bean
Drumstick flower
Drumstick
French bean
Field bean tender
Jack fruit tender
Knol-knol
Karonda Fresh
Ladies finger
Leeks
"Lakooch, Badher raw"
"Lotus stem, dry"
Mushroom Botton (Gobre)
Mushroom Oyster (Kanne)
"Mushroom, wild , dry"
Mango green
Onion stalk (Green)
Pink beans
Pumpkin
Plantain flower
Plantain green
plantain stem
Pumpkin flower
Parwar
Peas
Papaya green
Ridge gourd
"Rape, stem"
Redgram tender
Red beans (Rato Bodi)
Red bean (Simi)
Spotted beans (Chirke simi)
Red cowpea
Snakegourd
Sponge guard
Sannhemp flower
Silkcotton flower
Spinach stalk
Sword beans
Soyabean tender
Tomato green
Tomato red
Tree tomato
Tinda tender
Vegetable marrow
Water chesnut fresh
Water chesnut dry
Water lily flower
Winged bean tender
Beet root
Banana rhizome
Colacasia
Cassava
Carrot
Cho-cho marrow root
Ghar tarul
Garlic dry
Gittha
Lotus root
Mango ginger
Onion   (Small)
Onion   (Big)
Potato
Potato( Red)
Potato boiled ( without skin)
Potato chips fried
Rani vyakur
Radish Pink
Radish white
Radish Rat- tailed
Sweet Potato( white))
Sweet potato red
Sweet potato boiled
